,"Area
Code",St,Cnty,Own,NAICS,Year,Qtr,Area Type,St Name,Area,Ownership,Industry,Status Code,Establishment Count,January Employment,February Employment,March Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
21292,24000,24,0.0,1,10,2021,1,State,Maryland,Maryland -- Statewide,Federal Government,"10 Total, all industries",,1012,151808,152056,152216,4038025717,2043,2.95,3.55
21293,24000,24,0.0,2,10,2021,1,State,Maryland,Maryland -- Statewide,State Government,"10 Total, all industries",,446,96675,97819,98458,1664520748,1311,1.18,1.15
21294,24000,24,0.0,3,10,2021,1,State,Maryland,Maryland -- Statewide,Local Government,"10 Total, all industries",,2088,231514,233984,236312,3596034647,1182,0.95,0.98
21295,24000,24,0.0,5,10,2021,1,State,Maryland,Maryland -- Statewide,Private,"10 Total, all industries",,171609,2020954,2021485,2044927,35790071023,1357,0.95,0.92
21296,24000,24,0.0,5,101,2021,1,State,Maryland,Maryland -- Statewide,Private,101 Goods-producing,,21043,271942,269693,274174,5352149182,1514,0.73,0.75
21297,24000,24,0.0,5,1011,2021,1,State,Maryland,Maryland -- Statewide,Private,1011 Natural resources and mining,,732,6484,6649,7287,74816741,846,0.25,0.15
21298,24000,24,0.0,5,1012,2021,1,State,Maryland,Maryland -- Statewide,Private,1012 Construction,,16094,156850,155735,157926,2626853430,1288,1.23,1.2
21299,24000,24,0.0,5,1013,2021,1,State,Maryland,Maryland -- Statewide,Private,1013 Manufacturing,,4217,108608,107309,108961,2650479011,1883,0.5,0.6
21300,24000,24,0.0,5,102,2021,1,State,Maryland,Maryland -- Statewide,Private,102 Service-providing,,150566,1749012,1751792,1770753,30437921841,1332,1.0,0.96
21301,24000,24,0.0,5,1021,2021,1,State,Maryland,Maryland -- Statewide,Private,"1021 Trade, transportation, and utilities",,31031,456386,450008,450171,5756470103,979,0.93,0.84
21302,24000,24,0.0,5,1022,2021,1,State,Maryland,Maryland -- Statewide,Private,1022 Information,,3102,32095,32193,32281,2084882056,4982,0.65,0.97
21303,24000,24,0.0,5,1023,2021,1,State,Maryland,Maryland -- Statewide,Private,1023 Financial activities,,15909,128601,128417,128699,4190431434,2507,0.87,0.74
21304,24000,24,0.0,5,1024,2021,1,State,Maryland,Maryland -- Statewide,Private,1024 Professional and business services,,44529,443201,444664,450038,10097679165,1742,1.21,1.13
21305,24000,24,0.0,5,1025,2021,1,State,Maryland,Maryland -- Statewide,Private,1025 Education and health services,,21565,419132,421871,424880,6116689975,1115,1.04,1.06
21306,24000,24,0.0,5,1026,2021,1,State,Maryland,Maryland -- Statewide,Private,1026 Leisure and hospitality,,14543,190385,195353,204240,1262756832,494,0.88,0.85
21307,24000,24,0.0,5,1027,2021,1,State,Maryland,Maryland -- Statewide,Private,1027 Other services,,19265,78684,78706,79827,918571179,894,1.11,1.11
21308,24000,24,0.0,5,1029,2021,1,State,Maryland,Maryland -- Statewide,Private,1029 Unclassified,,622,528,580,617,10441097,1397,0.18,0.18
21746,25000,25,0.0,0,10,2021,1,State,Massachusetts,Massachusetts -- Statewide,Total Covered,"10 Total, all industries",,271261,3292477,3314376,3341341,74404051559,1726,1.0,1.0
21747,25000,25,0.0,1,10,2021,1,State,Massachusetts,Massachusetts -- Statewide,Federal Government,"10 Total, all industries",,971,45586,45771,45715,934785566,1574,0.67,0.5
21748,25000,25,0.0,2,10,2021,1,State,Massachusetts,Massachusetts -- Statewide,State Government,"10 Total, all industries",,2188,102126,107949,108224,1940413593,1407,0.98,0.82
21749,25000,25,0.0,3,10,2021,1,State,Massachusetts,Massachusetts -- Statewide,Local Government,"10 Total, all industries",,4304,261137,262030,264502,4220291011,1236,0.81,0.7
21750,25000,25,0.0,5,10,2021,1,State,Massachusetts,Massachusetts -- Statewide,Private,"10 Total, all industries",,263798,2883628,2898626,2922900,67308561389,1784,1.03,1.05
21751,25000,25,0.0,5,101,2021,1,State,Massachusetts,Massachusetts -- Statewide,Private,101 Goods-producing,,29152,390017,388842,393706,9449643213,1860,0.79,0.81
21752,25000,25,0.0,5,1011,2021,1,State,Massachusetts,Massachusetts -- Statewide,Private,1011 Natural resources and mining,,1000,10150,10255,11034,256018039,1879,0.28,0.32
21753,25000,25,0.0,5,1012,2021,1,State,Massachusetts,Massachusetts -- Statewide,Private,1012 Construction,,21595,150887,149437,152823,3105600149,1582,0.9,0.86
21754,25000,25,0.0,5,1013,2021,1,State,Massachusetts,Massachusetts -- Statewide,Private,1013 Manufacturing,,6557,228980,229150,229849,6088025025,2042,0.79,0.83
21755,25000,25,0.0,5,102,2021,1,State,Massachusetts,Massachusetts -- Statewide,Private,102 Service-providing,,234646,2493611,2509784,2529194,57858918176,1773,1.08,1.1
21756,25000,25,0.0,5,1021,2021,1,State,Massachusetts,Massachusetts -- Statewide,Private,"1021 Trade, transportation, and utilities",,40864,542563,533747,535701,8715708287,1248,0.84,0.77
21757,25000,25,0.0,5,1022,2021,1,State,Massachusetts,Massachusetts -- Statewide,Private,1022 Information,,6653,90215,91124,90613,3629200476,3080,1.39,1.03
21758,25000,25,0.0,5,1023,2021,1,State,Massachusetts,Massachusetts -- Statewide,Private,1023 Financial activities,,18811,211651,211689,211734,11342626552,4122,1.08,1.21
21759,25000,25,0.0,5,1024,2021,1,State,Massachusetts,Massachusetts -- Statewide,Private,1024 Professional and business services,,50631,577605,584173,585009,19900111224,2629,1.19,1.35
21760,25000,25,0.0,5,1025,2021,1,State,Massachusetts,Massachusetts -- Statewide,Private,1025 Education and health services,,74552,746369,756126,761340,11455059922,1168,1.42,1.2
21761,25000,25,0.0,5,1026,2021,1,State,Massachusetts,Massachusetts -- Statewide,Private,1026 Leisure and hospitality,,20120,226559,234014,244428,1724098013,564,0.8,0.7
21762,25000,25,0.0,5,1027,2021,1,State,Massachusetts,Massachusetts -- Statewide,Private,1027 Other services,,23010,98646,98908,100366,1092071133,846,1.05,0.8
21763,25000,25,0.0,5,1029,2021,1,State,Massachusetts,Massachusetts -- Statewide,Private,1029 Unclassified,,5,3,3,3,42569,1092,0.0,0.0
22019,26000,26,0.0,0,10,2021,1,State,Michigan,Michigan -- Statewide,Total Covered,"10 Total, all industries",,267964,3932089,4002335,4030537,59854311076,1154,1.0,1.0
22020,26000,26,0.0,1,10,2021,1,State,Michigan,Michigan -- Statewide,Federal Government,"10 Total, all industries",,1568,52240,52427,52308,1027372278,1510,0.64,0.68
22021,26000,26,0.0,2,10,2021,1,State,Michigan,Michigan -- Statewide,State Government,"10 Total, all industries",,1152,143497,148281,148645,2510003994,1315,1.12,1.31
22022,26000,26,0.0,3,10,2021,1,State,Michigan,Michigan -- Statewide,Local Government,"10 Total, all industries",,4964,331309,335727,337998,4153206652,954,0.86,0.85
22023,26000,26,0.0,5,10,2021,1,State,Michigan,Michigan -- Statewide,Private,"10 Total, all industries",,260280,3405043,3465900,3491586,52163728152,1162,1.02,1.01
22024,26000,26,0.0,5,101,2021,1,State,Michigan,Michigan -- Statewide,Private,101 Goods-producing,,42817,764862,763490,775338,13121534900,1314,1.29,1.39
22025,26000,26,0.0,5,1011,2021,1,State,Michigan,Michigan -- Statewide,Private,1011 Natural resources and mining,,3602,29470,30143,31964,344865552,869,0.68,0.53
22026,26000,26,0.0,5,1012,2021,1,State,Michigan,Michigan -- Statewide,Private,1012 Construction,,21652,155542,151433,158168,2509410200,1245,0.77,0.87
22027,26000,26,0.0,5,1013,2021,1,State,Michigan,Michigan -- Statewide,Private,1013 Manufacturing,,17563,579850,581914,585206,10267259148,1356,1.67,1.75
22028,26000,26,0.0,5,102,2021,1,State,Michigan,Michigan -- Statewide,Private,102 Service-providing,,217463,2640181,2702410,2716248,39042193252,1118,0.96,0.93
22029,26000,26,0.0,5,1021,2021,1,State,Michigan,Michigan -- Statewide,Private,"1021 Trade, transportation, and utilities",,54250,763290,757724,758039,9824345118,995,0.98,1.07
22030,26000,26,0.0,5,1022,2021,1,State,Michigan,Michigan -- Statewide,Private,1022 Information,,7754,49115,49745,50037,1182108639,1832,0.63,0.42
22031,26000,26,0.0,5,1023,2021,1,State,Michigan,Michigan -- Statewide,Private,1023 Financial activities,,21165,211886,212681,213180,4779349910,1729,0.9,0.64
22032,26000,26,0.0,5,1024,2021,1,State,Michigan,Michigan -- Statewide,Private,1024 Professional and business services,,47865,606032,612487,611785,12437353557,1568,1.03,1.05
22033,26000,26,0.0,5,1025,2021,1,State,Michigan,Michigan -- Statewide,Private,1025 Education and health services,,32988,628196,633403,633710,8013565388,976,0.98,1.04
22034,26000,26,0.0,5,1026,2021,1,State,Michigan,Michigan -- Statewide,Private,1026 Leisure and hospitality,,22658,256724,309166,321124,1571110642,409,0.87,0.8
22035,26000,26,0.0,5,1027,2021,1,State,Michigan,Michigan -- Statewide,Private,1027 Other services,,25727,114334,116396,117501,1096197088,726,1.02,1.0
22036,26000,26,0.0,5,1029,2021,1,State,Michigan,Michigan -- Statewide,Private,1029 Unclassified,,5056,10604,10808,10872,138162910,988,2.01,1.84
23545,27000,27,0.0,0,10,2021,1,State,Minnesota,Minnesota -- Statewide,Total Covered,"10 Total, all industries",,188995,2672333,2682176,2697632,44956493378,1288,1.0,1.0
23546,27000,27,0.0,1,10,2021,1,State,Minnesota,Minnesota -- Statewide,Federal Government,"10 Total, all industries",,1407,32594,32422,32517,597190019,1413,0.59,0.53
23547,27000,27,0.0,2,10,2021,1,State,Minnesota,Minnesota -- Statewide,State Government,"10 Total, all industries",,1445,79276,79338,79418,1282135770,1243,0.89,0.89
23548,27000,27,0.0,3,10,2021,1,State,Minnesota,Minnesota -- Statewide,Local Government,"10 Total, all industries",,4013,251668,256007,257427,3459869941,1044,0.97,0.95
23549,27000,27,0.0,5,10,2021,1,State,Minnesota,Minnesota -- Statewide,Private,"10 Total, all industries",,182130,2308795,2314409,2328270,39617297648,1315,1.02,1.02
23550,27000,27,0.0,5,101,2021,1,State,Minnesota,Minnesota -- Statewide,Private,101 Goods-producing,,29232,443050,438229,445043,7989264525,1390,1.11,1.13
23551,27000,27,0.0,5,1011,2021,1,State,Minnesota,Minnesota -- Statewide,Private,1011 Natural resources and mining,,3253,24962,25061,25951,346738504,1053,0.83,0.71
23552,27000,27,0.0,5,1012,2021,1,State,Minnesota,Minnesota -- Statewide,Private,1012 Construction,,17475,111180,106191,111349,2101254119,1475,0.81,0.97
23553,27000,27,0.0,5,1013,2021,1,State,Minnesota,Minnesota -- Statewide,Private,1013 Manufacturing,,8504,306908,306977,307743,5541271902,1387,1.31,1.26
23554,27000,27,0.0,5,102,2021,1,State,Minnesota,Minnesota -- Statewide,Private,102 Service-providing,,152898,1865745,1876180,1883227,31628033123,1298,1.0,1.0
23555,27000,27,0.0,5,1021,2021,1,State,Minnesota,Minnesota -- Statewide,Private,"1021 Trade, transportation, and utilities",,37944,506326,499382,499697,6848657992,1050,0.97,1.0
23556,27000,27,0.0,5,1022,2021,1,State,Minnesota,Minnesota -- Statewide,Private,1022 Information,,4678,41575,41806,41740,1049243710,1935,0.79,0.49
23557,27000,27,0.0,5,1023,2021,1,State,Minnesota,Minnesota -- Statewide,Private,1023 Financial activities,,16663,178319,178314,177978,5997443935,2589,1.12,1.06
23558,27000,27,0.0,5,1024,2021,1,State,Minnesota,Minnesota -- Statewide,Private,1024 Professional and business services,,35430,362262,363058,363304,8976164860,1903,0.91,1.01
23559,27000,27,0.0,5,1025,2021,1,State,Minnesota,Minnesota -- Statewide,Private,1025 Education and health services,,24202,518422,521102,520355,6911896707,1023,1.2,1.2
23560,27000,27,0.0,5,1026,2021,1,State,Minnesota,Minnesota -- Statewide,Private,1026 Leisure and hospitality,,15621,181627,193811,199927,1104087839,443,0.81,0.74
23561,27000,27,0.0,5,1027,2021,1,State,Minnesota,Minnesota -- Statewide,Private,1027 Other services,,18359,77214,78706,80225,740527693,724,1.04,0.9
23562,27000,27,0.0,5,1029,2021,1,State,Minnesota,Minnesota -- Statewide,Private,1029 Unclassified,,1,0,1,1,10387,1199,0.0,0.0
25059,28000,28,0.0,0,10,2021,1,State,Mississippi,Mississippi -- Statewide,Total Covered,"10 Total, all industries",,75328,1095970,1094870,1102239,11560286675,810,1.0,1.0
25060,28000,28,0.0,1,10,2021,1,State,Mississippi,Mississippi -- Statewide,Federal Government,"10 Total, all industries",,1051,25770,25756,25738,447966879,1338,1.15,1.54
25061,28000,28,0.0,2,10,2021,1,State,Mississippi,Mississippi -- Statewide,State Government,"10 Total, all industries",,1117,52806,53127,53338,681605251,988,1.47,1.84
25062,28000,28,0.0,3,10,2021,1,State,Mississippi,Mississippi -- Statewide,Local Government,"10 Total, all industries",,1783,146791,147059,147391,1414925015,740,1.37,1.51
25063,28000,28,0.0,5,10,2021,1,State,Mississippi,Mississippi -- Statewide,Private,"10 Total, all industries",,71377,870603,868928,875772,9015789530,796,0.94,0.91
25064,28000,28,0.0,5,101,2021,1,State,Mississippi,Mississippi -- Statewide,Private,101 Goods-producing,,10250,198582,198615,199034,2489711282,964,1.21,1.37
25065,28000,28,0.0,5,1011,2021,1,State,Mississippi,Mississippi -- Statewide,Private,1011 Natural resources and mining,,2037,13300,13309,13925,157944642,899,1.09,1.25
25066,28000,28,0.0,5,1012,2021,1,State,Mississippi,Mississippi -- Statewide,Private,1012 Construction,,5841,42513,42400,43538,538259746,967,0.78,0.96
25067,28000,28,0.0,5,1013,2021,1,State,Mississippi,Mississippi -- Statewide,Private,1013 Manufacturing,,2372,142769,142906,141571,1793506894,969,1.48,1.58
25068,28000,28,0.0,5,102,2021,1,State,Mississippi,Mississippi -- Statewide,Private,102 Service-providing,,61127,672021,670313,676738,6526078248,746,0.88,0.8
25069,28000,28,0.0,5,1021,2021,1,State,Mississippi,Mississippi -- Statewide,Private,"1021 Trade, transportation, and utilities",,19696,230813,229238,231074,2276447480,760,1.09,1.29
25070,28000,28,0.0,5,1022,2021,1,State,Mississippi,Mississippi -- Statewide,Private,1022 Information,,998,9390,9456,9325,128921420,1056,0.43,0.23
25071,28000,28,0.0,5,1023,2021,1,State,Mississippi,Mississippi -- Statewide,Private,1023 Financial activities,,8032,41744,41665,41847,676084054,1246,0.65,0.47
25072,28000,28,0.0,5,1024,2021,1,State,Mississippi,Mississippi -- Statewide,Private,1024 Professional and business services,,13086,112484,112283,113157,1223480000,836,0.7,0.54
25073,28000,28,0.0,5,1025,2021,1,State,Mississippi,Mississippi -- Statewide,Private,1025 Education and health services,,7845,138611,138085,138571,1488155161,827,0.78,1.0
25074,28000,28,0.0,5,1026,2021,1,State,Mississippi,Mississippi -- Statewide,Private,1026 Leisure and hospitality,,6725,118775,119390,122242,547232472,350,1.21,1.43
25075,28000,28,0.0,5,1027,2021,1,State,Mississippi,Mississippi -- Statewide,Private,1027 Other services,,4745,20204,20196,20522,185757661,704,0.65,0.88
26479,29000,29,0.0,0,10,2021,1,State,Missouri,Missouri -- Statewide,Total Covered,"10 Total, all industries",,219630,2677404,2669801,2707075,36792428451,1054,1.0,1.0
26480,29000,29,0.0,1,10,2021,1,State,Missouri,Missouri -- Statewide,Federal Government,"10 Total, all industries",,1741,56801,57075,57211,991778300,1338,1.04,1.07
26481,29000,29,0.0,2,10,2021,1,State,Missouri,Missouri -- Statewide,State Government,"10 Total, all industries",,1207,80672,81544,81688,988556943,935,0.92,0.84
26482,29000,29,0.0,3,10,2021,1,State,Missouri,Missouri -- Statewide,Local Government,"10 Total, all industries",,6578,266580,268947,269518,2866145029,822,1.02,0.96
26483,29000,29,0.0,5,10,2021,1,State,Missouri,Missouri -- Statewide,Private,"10 Total, all industries",,210104,2273351,2262235,2298658,31945948179,1079,1.0,1.01
26484,29000,29,0.0,5,101,2021,1,State,Missouri,Missouri -- Statewide,Private,101 Goods-producing,,24868,409103,399523,413028,6291791303,1189,1.02,1.09
26485,29000,29,0.0,5,1011,2021,1,State,Missouri,Missouri -- Statewide,Private,1011 Natural resources and mining,,2139,16150,15842,16866,176354372,833,0.54,0.44
26486,29000,29,0.0,5,1012,2021,1,State,Missouri,Missouri -- Statewide,Private,1012 Construction,,15830,122663,114448,126148,1903715319,1209,0.92,1.07
26487,29000,29,0.0,5,1013,2021,1,State,Missouri,Missouri -- Statewide,Private,1013 Manufacturing,,6899,270290,269233,270014,4211721612,1201,1.15,1.17
26488,29000,29,0.0,5,102,2021,1,State,Missouri,Missouri -- Statewide,Private,102 Service-providing,,185236,1864248,1862712,1885630,25654156876,1055,1.0,0.99
26489,29000,29,0.0,5,1021,2021,1,State,Missouri,Missouri -- Statewide,Private,"1021 Trade, transportation, and utilities",,39569,530904,524719,531157,6213162501,904,1.02,1.11
26490,29000,29,0.0,5,1022,2021,1,State,Missouri,Missouri -- Statewide,Private,1022 Information,,3793,44917,44959,45020,1173847404,2008,0.85,0.67
26491,29000,29,0.0,5,1023,2021,1,State,Missouri,Missouri -- Statewide,Private,1023 Financial activities,,19115,166828,166917,167003,4005706544,1846,1.05,0.87
26492,29000,29,0.0,5,1024,2021,1,State,Missouri,Missouri -- Statewide,Private,1024 Professional and business services,,36698,365302,365046,368445,6862853685,1441,0.92,0.94
26493,29000,29,0.0,5,1025,2021,1,State,Missouri,Missouri -- Statewide,Private,1025 Education and health services,,57388,446109,450582,449771,5433547606,931,1.03,1.15
26494,29000,29,0.0,5,1026,2021,1,State,Missouri,Missouri -- Statewide,Private,1026 Leisure and hospitality,,15354,241575,242237,254832,1326354218,414,1.03,1.09
26495,29000,29,0.0,5,1027,2021,1,State,Missouri,Missouri -- Statewide,Private,1027 Other services,,13319,68613,68252,69402,638684918,715,0.9,0.95
28466,30000,30,0.0,0,10,2021,1,State,Montana,Montana -- Statewide,Total Covered,"10 Total, all industries",,53127,457306,459953,465681,5484924744,915,1.0,1.0
28467,30000,30,0.0,1,10,2021,1,State,Montana,Montana -- Statewide,Federal Government,"10 Total, all industries",,848,12531,12471,12748,221016278,1351,1.34,1.6
28468,30000,30,0.0,2,10,2021,1,State,Montana,Montana -- Statewide,State Government,"10 Total, all industries",,371,21869,22077,22286,299521095,1044,1.45,1.71
28469,30000,30,0.0,3,10,2021,1,State,Montana,Montana -- Statewide,Local Government,"10 Total, all industries",,1028,48088,48989,49612,527577157,830,1.09,1.18
28470,30000,30,0.0,5,10,2021,1,State,Montana,Montana -- Statewide,Private,"10 Total, all industries",,50880,374818,376416,381035,4436810214,904,0.96,0.94
28471,30000,30,0.0,5,101,2021,1,State,Montana,Montana -- Statewide,Private,101 Goods-producing,,10324,60911,59780,62440,857191653,1080,0.9,0.99
28472,30000,30,0.0,5,1011,2021,1,State,Montana,Montana -- Statewide,Private,1011 Natural resources and mining,,1828,11505,11508,12022,197960996,1304,2.22,3.31
28473,30000,30,0.0,5,1012,2021,1,State,Montana,Montana -- Statewide,Private,1012 Construction,,6817,28814,27599,29674,378591922,1015,1.26,1.43
28474,30000,30,0.0,5,1013,2021,1,State,Montana,Montana -- Statewide,Private,1013 Manufacturing,,1679,20592,20673,20744,280638735,1044,0.51,0.52
28475,30000,30,0.0,5,102,2021,1,State,Montana,Montana -- Statewide,Private,102 Service-providing,,40556,313907,316636,318595,3579618561,870,0.98,0.93
28476,30000,30,0.0,5,1021,2021,1,State,Montana,Montana -- Statewide,Private,"1021 Trade, transportation, and utilities",,9277,91449,91622,91695,995895203,836,1.03,1.19
28477,30000,30,0.0,5,1022,2021,1,State,Montana,Montana -- Statewide,Private,1022 Information,,895,5504,5567,5502,111594003,1554,0.6,0.43
28478,30000,30,0.0,5,1023,2021,1,State,Montana,Montana -- Statewide,Private,1023 Financial activities,,4720,22064,22123,22258,417324293,1449,0.81,0.61
28479,30000,30,0.0,5,1024,2021,1,State,Montana,Montana -- Statewide,Private,1024 Professional and business services,,10713,43764,44468,44764,652736129,1133,0.65,0.6
28480,30000,30,0.0,5,1025,2021,1,State,Montana,Montana -- Statewide,Private,1025 Education and health services,,5145,74807,75340,75309,930852473,953,1.01,1.32
28481,30000,30,0.0,5,1026,2021,1,State,Montana,Montana -- Statewide,Private,1026 Leisure and hospitality,,5100,58768,59747,61072,311343201,400,1.44,1.72
28482,30000,30,0.0,5,1027,2021,1,State,Montana,Montana -- Statewide,Private,1027 Other services,,4122,16921,17072,17253,143265324,645,1.3,1.42
28483,30000,30,0.0,5,1029,2021,1,State,Montana,Montana -- Statewide,Private,1029 Unclassified,,584,630,697,742,16607935,1852,1.19,2.41
29453,31000,31,0.0,0,10,2021,1,State,Nebraska,Nebraska -- Statewide,Total Covered,"10 Total, all industries",,73001,943507,941847,950931,12141877753,988,1.0,1.0
29454,31000,31,0.0,1,10,2021,1,State,Nebraska,Nebraska -- Statewide,Federal Government,"10 Total, all industries",,970,17004,16857,16868,293673068,1336,0.87,0.96
29455,31000,31,0.0,2,10,2021,1,State,Nebraska,Nebraska -- Statewide,State Government,"10 Total, all industries",,834,33778,33980,34110,452302842,1025,1.09,1.17
29456,31000,31,0.0,3,10,2021,1,State,Nebraska,Nebraska -- Statewide,Local Government,"10 Total, all industries",,1919,107402,108278,108637,1246226677,887,1.17,1.26
29457,31000,31,0.0,5,10,2021,1,State,Nebraska,Nebraska -- Statewide,Private,"10 Total, all industries",,69278,785323,782732,791316,10149675166,993,0.98,0.97
29458,31000,31,0.0,5,101,2021,1,State,Nebraska,Nebraska -- Statewide,Private,101 Goods-producing,,11760,164801,163056,166861,2220209034,1036,1.18,1.16
29459,31000,31,0.0,5,1011,2021,1,State,Nebraska,Nebraska -- Statewide,Private,1011 Natural resources and mining,,2529,14761,14645,15019,162905246,846,1.36,1.23
29460,31000,31,0.0,5,1012,2021,1,State,Nebraska,Nebraska -- Statewide,Private,1012 Construction,,7261,51299,49432,52569,677930408,1021,1.09,1.15
29461,31000,31,0.0,5,1013,2021,1,State,Nebraska,Nebraska -- Statewide,Private,1013 Manufacturing,,1970,98741,98979,99273,1379373380,1072,1.2,1.16
29462,31000,31,0.0,5,102,2021,1,State,Nebraska,Nebraska -- Statewide,Private,102 Service-providing,,57518,620522,619676,624455,7929466132,981,0.94,0.93
29463,31000,31,0.0,5,1021,2021,1,State,Nebraska,Nebraska -- Statewide,Private,"1021 Trade, transportation, and utilities",,15032,184738,182219,183303,2001150333,839,1.0,1.08
29464,31000,31,0.0,5,1022,2021,1,State,Nebraska,Nebraska -- Statewide,Private,1022 Information,,1209,17226,17292,17295,357967717,1594,0.93,0.62
29465,31000,31,0.0,5,1023,2021,1,State,Nebraska,Nebraska -- Statewide,Private,1023 Financial activities,,7152,64561,64616,64601,1470394014,1751,1.16,0.96
29466,31000,31,0.0,5,1024,2021,1,State,Nebraska,Nebraska -- Statewide,Private,1024 Professional and business services,,12766,115107,114951,115633,1862899369,1244,0.83,0.78
29467,31000,31,0.0,5,1025,2021,1,State,Nebraska,Nebraska -- Statewide,Private,1025 Education and health services,,11037,137542,137963,138232,1675642654,935,0.9,1.08
29468,31000,31,0.0,5,1026,2021,1,State,Nebraska,Nebraska -- Statewide,Private,1026 Leisure and hospitality,,5597,77200,78401,80871,348016482,340,0.93,0.87
29469,31000,31,0.0,5,1027,2021,1,State,Nebraska,Nebraska -- Statewide,Private,1027 Other services,,4725,24148,24234,24520,213395563,675,0.9,0.96
31030,32000,32,0.0,0,10,2021,1,State,Nevada,Nevada -- Statewide,Total Covered,"10 Total, all industries",,91358,1261136,1276218,1290857,17862373659,1077,1.0,1.0
31031,32000,32,0.0,1,10,2021,1,State,Nevada,Nevada -- Statewide,Federal Government,"10 Total, all industries",,368,20080,20345,20338,368488245,1399,0.77,0.82
31032,32000,32,0.0,2,10,2021,1,State,Nevada,Nevada -- Statewide,State Government,"10 Total, all industries",,626,33564,33536,33738,490085400,1122,0.79,0.86
31033,32000,32,0.0,3,10,2021,1,State,Nevada,Nevada -- Statewide,Local Government,"10 Total, all industries",,402,97257,97924,98684,1418312241,1114,0.78,0.98
31034,32000,32,0.0,5,10,2021,1,State,Nevada,Nevada -- Statewide,Private,"10 Total, all industries",,89962,1110235,1124413,1138097,15585487773,1066,1.04,1.01
31035,32000,32,0.0,5,101,2021,1,State,Nevada,Nevada -- Statewide,Private,101 Goods-producing,,8361,166813,169860,172801,2878093291,1304,0.9,1.02
31036,32000,32,0.0,5,1011,2021,1,State,Nevada,Nevada -- Statewide,Private,1011 Natural resources and mining,,590,19172,19234,19517,449439499,1791,1.3,2.31
31037,32000,32,0.0,5,1012,2021,1,State,Nevada,Nevada -- Statewide,Private,1012 Construction,,5733,90526,92943,94876,1483592692,1230,1.45,1.72
31038,32000,32,0.0,5,1013,2021,1,State,Nevada,Nevada -- Statewide,Private,1013 Manufacturing,,2038,57115,57683,58408,945061100,1259,0.52,0.54
31039,32000,32,0.0,5,102,2021,1,State,Nevada,Nevada -- Statewide,Private,102 Service-providing,,81601,943422,954553,965296,12707394482,1024,1.07,1.01
31040,32000,32,0.0,5,1021,2021,1,State,Nevada,Nevada -- Statewide,Private,"1021 Trade, transportation, and utilities",,15196,263592,262351,263058,3154664729,923,1.06,1.16
31041,32000,32,0.0,5,1022,2021,1,State,Nevada,Nevada -- Statewide,Private,1022 Information,,1684,13222,13934,13564,538687152,3053,0.54,0.63
31042,32000,32,0.0,5,1023,2021,1,State,Nevada,Nevada -- Statewide,Private,1023 Financial activities,,9362,62610,63086,63279,1379363317,1684,0.84,0.62
31043,32000,32,0.0,5,1024,2021,1,State,Nevada,Nevada -- Statewide,Private,1024 Professional and business services,,20191,174982,176260,177054,3094453422,1352,0.93,0.88
31044,32000,32,0.0,5,1025,2021,1,State,Nevada,Nevada -- Statewide,Private,1025 Education and health services,,9190,142648,143548,144062,1965276042,1054,0.69,0.86
31045,32000,32,0.0,5,1026,2021,1,State,Nevada,Nevada -- Statewide,Private,1026 Leisure and hospitality,,8510,240736,248270,255767,1917116385,594,2.17,3.25
31046,32000,32,0.0,5,1027,2021,1,State,Nevada,Nevada -- Statewide,Private,1027 Other services,,4978,29934,30343,30854,308451224,781,0.84,0.94
31047,32000,32,0.0,5,1029,2021,1,State,Nevada,Nevada -- Statewide,Private,1029 Unclassified,,12490,15698,16761,17658,349382211,1609,10.2,15.56
31361,33000,33,0.0,0,10,2021,1,State,New Hampshire,New Hampshire -- Statewide,Total Covered,"10 Total, all industries",,56519,627787,630579,632432,10338649637,1262,1.0,1.0
31362,33000,33,0.0,1,10,2021,1,State,New Hampshire,New Hampshire -- Statewide,Federal Government,"10 Total, all industries",,422,7991,7909,7911,157655345,1528,0.61,0.6
31363,33000,33,0.0,2,10,2021,1,State,New Hampshire,New Hampshire -- Statewide,State Government,"10 Total, all industries",,1355,18608,19677,19811,270504160,1074,0.95,0.82
31364,33000,33,0.0,3,10,2021,1,State,New Hampshire,New Hampshire -- Statewide,Local Government,"10 Total, all industries",,797,55361,55901,56435,658364037,906,0.91,0.78
31365,33000,33,0.0,5,10,2021,1,State,New Hampshire,New Hampshire -- Statewide,Private,"10 Total, all industries",,53945,545827,547092,548275,9252126095,1301,1.02,1.04
31366,33000,33,0.0,5,101,2021,1,State,New Hampshire,New Hampshire -- Statewide,Private,101 Goods-producing,,7342,95580,95454,96208,1733718816,1393,1.02,1.07
31367,33000,33,0.0,5,1011,2021,1,State,New Hampshire,New Hampshire -- Statewide,Private,1011 Natural resources and mining,,345,2154,2272,2421,24899207,839,0.33,0.22
31368,33000,33,0.0,5,1012,2021,1,State,New Hampshire,New Hampshire -- Statewide,Private,1012 Construction,,5003,26712,26555,26657,413995306,1195,0.83,0.83
31369,33000,33,0.0,5,1013,2021,1,State,New Hampshire,New Hampshire -- Statewide,Private,1013 Manufacturing,,1994,66714,66627,67130,1294824303,1491,1.22,1.28
31370,33000,33,0.0,5,102,2021,1,State,New Hampshire,New Hampshire -- Statewide,Private,102 Service-providing,,46603,450247,451638,452067,7518407279,1281,1.02,1.03
