,job_title,company_name,company_location,job_description,date_posted
6,Data Analyst,Craneware,Remote,"Working experience as a data analyst, business data analyst, programmer, or a demonstrated aptitude for the role.",2021-12-02
7,"Data Analyst, Facilities (Remote Work)",Vanderbilt University,United States+2 locations•Remote,"Must be highly analytical, detail-oriented, and have a passion for generating actionable business insights from data trends.",2021-12-07
8,Data Analyst Assistant,Women's Center & Shelter,"Pittsburgh, PA•Remote","The successful candidate will be an experienced data analyst, demonstrate strong attention to detail and organization, and be comfortable with self-learning.",2021-12-02
9,Analyst- Personalization Athlete Data (REMOTE),DICK'S Sporting Goods,"Pittsburgh, PA•Remote","Support campaign data governance, troubleshoot data, and understand data flows and transformations.
Work with Technology to enhance data capabilities and ensure…",2021-11-07
10,Data Entry Analyst,CorVel Corporation,"Richmond, VA 23173 (University Of Richmond area)•Remote",The Data Entry role is a very dynamic position where the associate will be supporting a critical part of Intake Operations for CorVel.,2021-11-30
11,Data Transparency Regulatory Document Analyst,Johnson & Johnson Family of Companies,United States+1 location•Remote,"At least 1 year of data transparency experience is preferred.
Demonstrated experience with data transparency projects; eg, for Health Canada redaction proposal…",2021-12-02
12,Data Analyst,General Dynamics Information Technology,United States+19 locations,"Analyzes organizational data and conducts statistical analysis.
Proficiency in computer programs and data analysis tools.",2021-12-01
13,Data Analyst,Physical Impact Hawaii,United States+8 locations,"?Prepare customer statements, bills and invoices, and reconcile expenses to the general ledger.
? Work with collections personnel to verify status of delinquent…",2021-12-07
14,"Project Employee, Data Analyst",the NBA,"New York, NY 10022 (Midtown area)+1 location","Own data management projects (e.g. data standardization projects, SQL development, data mapping).
Detail oriented data background and exemplary analytical…",2021-11-08
15,Data Analyst Assistant,Women's Center & Shelter,"Pittsburgh, PA•Remote","The successful candidate will be an experienced data analyst, demonstrate strong attention to detail and organization, and be comfortable with self-learning.",2021-12-02
16,[],Fastline Marketing Group,+1 locationRemote,"We are seeking an experienced data analyst to deliver insightful data to power our systems and solutions.
Analyze data for trends and patterns and interpret…",2021-11-19
17,Data Coordinator & Analyst,UPMC,"Pittsburgh, PA 15222 (Central Business District area)","Run weekly and monthly QC reports to check data accuracy.
Accurately enter data from a variety of sources into the database.",2021-12-03
18,"Data Analyst with two years experience, Remote position","innoVet Health, LLC",Remote,As a data analyst you will turn project requirements into data reports and facilitate different aspects of the business intelligence process as needed …,2021-11-30
19,Data Analyst,PetrosoftLLC,"Pittsburgh, PA","Proven working experience as a data analyst.
The main duties include identifying, gathering, analyzing data and making their insights accessible to the company…",2021-11-07
20,Data Analyst,Craneware,Remote,"Working experience as a data analyst, business data analyst, programmer, or a demonstrated aptitude for the role.",2021-12-02
21,"Data Analyst, Facilities (Remote Work)",Vanderbilt University,United States+2 locations•Remote,"Must be highly analytical, detail-oriented, and have a passion for generating actionable business insights from data trends.",2021-12-07
22,Analyst- Personalization Athlete Data (REMOTE),DICK'S Sporting Goods,"Pittsburgh, PA•Remote","Support campaign data governance, troubleshoot data, and understand data flows and transformations.
Work with Technology to enhance data capabilities and ensure…",2021-11-07
23,Data Entry Analyst,CorVel Corporation,"Richmond, VA 23173 (University Of Richmond area)•Remote",The Data Entry role is a very dynamic position where the associate will be supporting a critical part of Intake Operations for CorVel.,2021-11-30
24,"Analyst I/II, Data Science",Liberty Mutual Insurance,+1 locationRemote,A successful applicant is expected to be able to collaborate with business partners to develop predictive analytic solutions that enable data-driven strategic…,2021-11-23
25,Data Transparency Regulatory Document Analyst,Johnson & Johnson Family of Companies,United States+1 location•Remote,"At least 1 year of data transparency experience is preferred.
Demonstrated experience with data transparency projects; eg, for Health Canada redaction proposal…",2021-12-02
26,Data Analyst,Physical Impact Hawaii,United States+8 locations,"?Prepare customer statements, bills and invoices, and reconcile expenses to the general ledger.
? Work with collections personnel to verify status of delinquent…",2021-12-07
27,"Project Employee, Data Analyst",the NBA,"New York, NY 10022 (Midtown area)+1 location","Own data management projects (e.g. data standardization projects, SQL development, data mapping).
Detail oriented data background and exemplary analytical…",2021-11-08
28,Analyst - Procurement,American Eagle Outfitters,"Pittsburgh, PA","Ability to analyze data to understand trends and develop action plans.
REPORTS TO: Senior Category Manager, Non-Merchandise Procurement.",2021-11-30
29,Sr. Data Analyst (International),Royal Caribbean Group,United States+1 location,"Understanding of data warehousing concepts, relationship entity diagrams and relational databases.
Build intuitive presentations, interfaces, infographics, and…",2021-12-07
,job_title,company_name,company_location,job_description,date_posted
0,[],Computershare,United States•Remote,"Collecting and reviewing data files, including Sale Files, Prefund Files and Loan Substitution Files to ensure Loan Accounting, Inventory Management and…",2021-11-07
1,"Project Employee, Data Analyst",the NBA,"New York, NY 10022 (Midtown area)+1 location","Own data management projects (e.g. data standardization projects, SQL development, data mapping).
Detail oriented data background and exemplary analytical…",2021-11-08
2,Data Coordinator & Analyst,UPMC,"Pittsburgh, PA 15222 (Central Business District area)","Run weekly and monthly QC reports to check data accuracy.
Accurately enter data from a variety of sources into the database.",2021-12-03
3,Online Data Analyst - USA,TELUS International AI Inc.,"Baltimore, MD•Remote",The position will allow you to work from home as an Independent Contractor on a flexible schedule of up to 20 hours per week completing tasks in a web-based…,2021-12-01
4,Analyst- Personalization Athlete Data (REMOTE),DICK'S Sporting Goods,"Pittsburgh, PA•Remote","Support campaign data governance, troubleshoot data, and understand data flows and transformations.
Work with Technology to enhance data capabilities and ensure…",2021-11-07
5,Data Analyst,eNGINE,"Pittsburgh, PA 15222 (Strip District area)+1 location","Our Consulting Workforce is encouraged to enjoy career fulfillment in the form of challenging projects, schedule flexibility, and paid training/certifications.",2021-12-01
6,Data Analyst Assistant,Women's Center & Shelter,"Pittsburgh, PA•Remote","The successful candidate will be an experienced data analyst, demonstrate strong attention to detail and organization, and be comfortable with self-learning.",2021-12-02
7,Data Analyst II,Computershare,United States•Remote,This is a great opportunity for an experienced individual to join a data analytics team focused on the accurate and efficient transfer of mortgage loan data.,2021-12-07
8,Clinical Data Analyst Sr,UPMC,"Pittsburgh, PA 15213 (North Oakland area)+6 locations•Remote","Bachelor's degree in Finance, Mathematics, Statistics, Biostatistics, engineering, health care management or a related field and five (5) years of experience,…",2021-11-20
9,Data Analyst,PetrosoftLLC,"Pittsburgh, PA","Proven working experience as a data analyst.
The main duties include identifying, gathering, analyzing data and making their insights accessible to the company…",2021-11-07
10,Data Analyst,Craneware,Remote,"Working experience as a data analyst, business data analyst, programmer, or a demonstrated aptitude for the role.",2021-12-01
11,Data Analyst,Northwell Health,"New York, NY+4 locations","Identifies issues in data quality that would impact reporting (i.e. duplicate records, missing data, etc.).
Serves as a liaison between departments analytical…",2021-12-06
12,SQL Data Analyst,Insight Global,+15 locationsRemote,"This person will collaborate with team members from Finance, Engineering, IT, Product, and PepsiCo Business Units to gather / review business requirements,…",2021-11-07
13,Data Governance Analyst,Acclive Inc,"Pittsburgh, PA 15219 (South Shore area)","Enforces data standards to achieve continued data cleanliness.
Experience with master data management and data tools preferred.
Job Types: Full-time, Contract.",2021-12-03
14,Entry Level Position / Free Bootcamp - Data Engineer / Data...,PCS Global Tech,"San Diego, CA+4 locations•Temporarily Remote","Provides plan with data, reporting, and analyses that enable data-driven decision-making.
Experience with other relational databases, BI reporting and data…",2021-12-07
15,[],Computershare,United States•Remote,This is a great opportunity for an experienced individual to join a data analytics team focused on the accurate and efficient transfer of mortgage loan data.,2021-12-07
16,Data Systems Analyst,Computershare,United States•Remote,"Collecting and reviewing data files, including Sale Files, Prefund Files and Loan Substitution Files to ensure Loan Accounting, Inventory Management and…",2021-11-07
17,Data Analyst-Remote,Boston Medical Center,"Boston, MA 02118 (South Boston area)+3 locations•Remote","Ability to manipulate large data sets and clean data.
Link PWAC data set with prior year data and other data sources to support survey implementation and…",2021-11-07
18,"Project Employee, Data Analyst",the NBA,"New York, NY 10022 (Midtown area)+1 location","Own data management projects (e.g. data standardization projects, SQL development, data mapping).
Detail oriented data background and exemplary analytical…",2021-11-08
19,Data Coordinator & Analyst,UPMC,"Pittsburgh, PA 15222 (Central Business District area)","Run weekly and monthly QC reports to check data accuracy.
Accurately enter data from a variety of sources into the database.",2021-12-03
20,Online Data Analyst - USA,TELUS International AI Inc.,"Baltimore, MD•Remote",The position will allow you to work from home as an Independent Contractor on a flexible schedule of up to 20 hours per week completing tasks in a web-based…,2021-12-01
21,Analyst- Personalization Athlete Data (REMOTE),DICK'S Sporting Goods,"Pittsburgh, PA•Remote","Support campaign data governance, troubleshoot data, and understand data flows and transformations.
Work with Technology to enhance data capabilities and ensure…",2021-11-07
22,"2022066 Data Analyst $215,000.00",B4CORP,"Herndon, VA","Position Requires a Top Secret (TS/SCI) Clearance with a Polygraph.
Assists in design & Mgt of cloud systems, applications, policies and strategy.",2021-11-07
23,Data Analyst Assistant,Women's Center & Shelter,"Pittsburgh, PA•Remote","The successful candidate will be an experienced data analyst, demonstrate strong attention to detail and organization, and be comfortable with self-learning.",2021-12-02
24,Clinical Data Analyst Sr,UPMC,"Pittsburgh, PA 15213 (North Oakland area)+6 locations•Remote","Bachelor's degree in Finance, Mathematics, Statistics, Biostatistics, engineering, health care management or a related field and five (5) years of experience,…",2021-11-20
25,Data Analyst,PetrosoftLLC,"Pittsburgh, PA","Proven working experience as a data analyst.
The main duties include identifying, gathering, analyzing data and making their insights accessible to the company…",2021-11-07
26,Data Analyst,Craneware,Remote,"Working experience as a data analyst, business data analyst, programmer, or a demonstrated aptitude for the role.",2021-12-01
27,Data Analyst,Northwell Health,"New York, NY+4 locations","Identifies issues in data quality that would impact reporting (i.e. duplicate records, missing data, etc.).
Serves as a liaison between departments analytical…",2021-12-06
28,Data Governance Analyst,Acclive Inc,"Pittsburgh, PA 15219 (South Shore area)","Enforces data standards to achieve continued data cleanliness.
Experience with master data management and data tools preferred.
Job Types: Full-time, Contract.",2021-12-03
29,Entry Level Position / Free Bootcamp - Data Engineer / Data...,PCS Global Tech,"San Diego, CA+4 locations•Temporarily Remote","Provides plan with data, reporting, and analyses that enable data-driven decision-making.
Experience with other relational databases, BI reporting and data…",2021-12-07
,job_title,company_name,company_location,job_description,date_posted
0,Data Scientist,TikTok,"Mountain View, CA+26 locations","Knowledge in basic machine learning and deep learning;
The team is made up of machine learning researchers and engineers, who support and innovate on production…",2021-11-07
1,Sr Data Scientist,Netflix,"Los Gatos, CA+3 locations•Remote","You will help drive innovations through effective identification and application of analytics, causal inference, experimentation, and machine learning.",2021-12-02
2,"Data Scientist, Fraud, Talk",Spotify,"New York, NY+5 locations•Remote","Collaborate with data scientists, data engineers, and product managers to understand business needs and build solutions together.
Knowledge of Big Query a plus.",2021-11-07
3,"Data Scientist, Game Analytics & Strategy",the NBA,"New York, NY 10022 (Midtown area)","Experience working with data visualization tools (e.g. Shiny or Tableau).
Supervised and unsupervised learning techniques in machine learning (e.g.…",2021-12-03
4,Senior Data Scientist,Aignyte,Remote,"Experience managing teams and coaching less experienced data scientists.
Prior experience in consulting or data analytics product development is preferred, but…",2021-12-05
5,"Statistician, Entry Level",Naval Nuclear Laboratory,"West Mifflin, PA 15122","Bachelor’s degree in a statistics, biostatistics, applied mathematics, actuarial science, or engineering from an accredited college or university and a minimum…",2021-12-03
6,"Data Scientist, Engineering",Google,"New York, NY (Chelsea area)+6 locations","Applied experience with machine learning on large datasets.
This position will bring scientific rigor and statistical methods to the challenges of product…",2021-11-07
7,Statistician (Part Time) | Center for Sleep and Circadian Sc...,UPMC,"Pittsburgh, PA 15213 (North Oakland area)+1 location",Additional duties may include review of statistical components of protocols for scientific or IRB review and/or statistical analysis plans.,2021-12-04
8,Data Scientist,Procter & Gamble,"Cincinnati, OH 45201 (Central Business District area)+7 locations","You will be working with a highly talented cross-functional team of R&D scientists and engineers with expertise in R&D, manufacturing processes and data…",2021-12-05
9,Data Scientist,National General Insurance,+1 locationRemote,Champion and project manage data related initiatives with engineering and business teams to improve the data science capabilities of Transparently.,2021-12-06
10,Data Scientist,Agile Onboarding,Remote,"test Required Skills test Desired Skills test About Agile Onboarding, LLC. Agile Onboarding is a people first company…",2021-12-03
11,Data Scientist (Remote) - US,AlphaSights Ltd.,"New York, NY+1 location•Remote","Work in a highly collaborative environment with stakeholders, data scientists, engineers, and product managers.",2021-11-07
12,Data Scientist - remote,Pearson,"Elk Grove Village, IL+2 locations•Remote","The Data Scientist will be involved in all things analytics; leveraging statistics, machine learning methods, cloud engineering, and business intelligence tools…",2021-12-07
13,Data Scientist,Patrick J McGovern Foundation,Remote,"Expertise in machine learning approaches and applied AI with experience in geospatial analytics.
Contribute to a growing community of data and AI for good…",2021-12-03
14,Data Scientist,Microsoft,"Atlanta, GA+31 locations","Employ machine learning for detection, prediction, diagnosis, and optimization/recommendation.
Employ machine learning for detection, prediction, diagnosis, and…",2021-11-07
15,[],Indeed,+2 locationsRemote,"Have full stack experience in data collection, aggregation, analysis, visualization, productionization, and monitoring of data science products.",2021-12-04
16,"Data Scientist, Game Analytics & Strategy",the NBA,"New York, NY 10022 (Midtown area)","Experience working with data visualization tools (e.g. Shiny or Tableau).
Supervised and unsupervised learning techniques in machine learning (e.g.…",2021-12-03
17,Data Scientist,"Visvero, Inc.","Pittsburgh, PA 15205","Master’s degree in Computer Science or related field or equivalent work experience, PhD being a significant plus · Courses in AI / Machine learning / Deep…",2021-11-12
18,Data Scientist,UPMC,"Pittsburgh, PA 15224 (Central Lawrenceville area)","Implements plans for capturing and creating new data elements, working with Health Plan CIO and IT staff.
Experience with machine learning models highly desired…",2021-11-07
19,"Data Scientist, US Threat Discovery and Prevention",TikTok,"Mountain View, CA 94041 (Old Mountain View area)+26 locations",We are seeking a driven and experienced data scientist who will be instrumental in informing user safety strategies as well as threat detection and mitigation…,2021-12-07
20,Data Scientist,Insight Global,+4 locationsRemote,"Experience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, and writing SQL.",2021-12-03
21,Data Scientist II,Amazon.com Services LLC,+126 locationsRemote,"You will collaborate closely as part of a blended science-based product team blending research, engineering, visual analytics, and product and program…",2021-11-07
22,Senior Data Scientist,Aignyte,Remote,"Experience managing teams and coaching less experienced data scientists.
Prior experience in consulting or data analytics product development is preferred, but…",2021-12-05
23,Data Science Platform Support,Brooksource,+1 locationRemote,"This team functions to drive the definition and documentation of source data business rules for various data domains, and to manage the integration of that data…",2021-11-19
24,Data Scientist (REMOTE),DICK'S Sporting Goods,"Coraopolis, PA 15108•Remote","Apply machine learning and data mining techniques to extract actionable insights from large-scale, high-dimensional data.",2021-11-07
25,Data Scientist,Propane Education & Research Council,Remote,"Develop, manage, and execute market research projects designed to deliver insights and recommendations to support strategic and tactical decision-making.",2021-12-07
26,Data Scientist - Entry Level,Govini,"Pittsburgh, PA+1 location","Proficiency in statistical analysis, quantitative analytics, forecasting/predictive analytics, multivariate testing, and optimization algorithms.",2021-12-07
27,Data Scientist 4,Oracle,United States+20 locations,"Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product,…",2021-12-06
28,Safety Data Scientist,Aurora Innovation,"Pittsburgh, PA 15201 (Central Lawrenceville area)+1 location","Enthusiasm for applying data science to the toughest challenges in autonomous driving.
Identify, utilize, or create as appropriate the needed technical…",2021-11-07
29,Data Scientist,Equifax,"Austin, TX 73301 (St Edwards area)+1 location","Qualified candidates will have a strong academic background in mathematics or statistics, passion for data science, data mining, machine learning and experience…",2021-12-06
,job_title,company_name,company_location,job_description,date_posted
0,[],Northrop Grumman,Florida+4 locations•Remote,"Design, develop, and maintain data visualizations of a scalable analytics system.
You will share in the ownership of the technical vision and direction for…",2021-11-19
1,Data Scientist,TikTok,"Mountain View, CA+26 locations","Knowledge in basic machine learning and deep learning;
The team is made up of machine learning researchers and engineers, who support and innovate on production…",2021-11-07
2,Sr Data Scientist,Netflix,"Los Gatos, CA+3 locations•Remote","You will help drive innovations through effective identification and application of analytics, causal inference, experimentation, and machine learning.",2021-12-02
3,"Data Scientist, Fraud, Talk",Spotify,"New York, NY+5 locations•Remote","Collaborate with data scientists, data engineers, and product managers to understand business needs and build solutions together.
Knowledge of Big Query a plus.",2021-11-07
4,"Data Scientist, Game Analytics & Strategy",the NBA,"New York, NY 10022 (Midtown area)","Experience working with data visualization tools (e.g. Shiny or Tableau).
Supervised and unsupervised learning techniques in machine learning (e.g.…",2021-12-03
5,Senior Data Scientist,Aignyte,Remote,"Experience managing teams and coaching less experienced data scientists.
Prior experience in consulting or data analytics product development is preferred, but…",2021-12-05
6,"Statistician, Entry Level",Naval Nuclear Laboratory,"West Mifflin, PA 15122","Bachelor’s degree in a statistics, biostatistics, applied mathematics, actuarial science, or engineering from an accredited college or university and a minimum…",2021-12-03
7,"Data Scientist, Engineering",Google,"New York, NY (Chelsea area)+6 locations","Applied experience with machine learning on large datasets.
This position will bring scientific rigor and statistical methods to the challenges of product…",2021-11-07
8,Statistician (Part Time) | Center for Sleep and Circadian Sc...,UPMC,"Pittsburgh, PA 15213 (North Oakland area)+1 location",Additional duties may include review of statistical components of protocols for scientific or IRB review and/or statistical analysis plans.,2021-12-04
9,Data Scientist,Procter & Gamble,"Cincinnati, OH 45201 (Central Business District area)+7 locations","You will be working with a highly talented cross-functional team of R&D scientists and engineers with expertise in R&D, manufacturing processes and data…",2021-12-05
10,Data Scientist,National General Insurance,+1 locationRemote,Champion and project manage data related initiatives with engineering and business teams to improve the data science capabilities of Transparently.,2021-12-06
11,Data Scientist,Agile Onboarding,Remote,"test Required Skills test Desired Skills test About Agile Onboarding, LLC. Agile Onboarding is a people first company…",2021-12-03
12,Data Scientist (Remote) - US,AlphaSights Ltd.,"New York, NY+1 location•Remote","Work in a highly collaborative environment with stakeholders, data scientists, engineers, and product managers.",2021-11-07
13,Data Scientist - remote,Pearson,"Elk Grove Village, IL+2 locations•Remote","The Data Scientist will be involved in all things analytics; leveraging statistics, machine learning methods, cloud engineering, and business intelligence tools…",2021-12-07
14,Data Scientist,Patrick J McGovern Foundation,Remote,"Expertise in machine learning approaches and applied AI with experience in geospatial analytics.
Contribute to a growing community of data and AI for good…",2021-12-03
15,Sr Data Scientist,Netflix,"Los Gatos, CA+3 locations•Remote","You will help drive innovations through effective identification and application of analytics, causal inference, experimentation, and machine learning.",2021-12-02
16,"Data Scientist, Fraud, Talk",Spotify,"New York, NY+5 locations•Remote","Collaborate with data scientists, data engineers, and product managers to understand business needs and build solutions together.
Knowledge of Big Query a plus.",2021-11-07
17,"Data Scientist, Game Analytics & Strategy",the NBA,"New York, NY 10022 (Midtown area)","Experience working with data visualization tools (e.g. Shiny or Tableau).
Supervised and unsupervised learning techniques in machine learning (e.g.…",2021-12-03
18,Senior Data Scientist,Aignyte,Remote,"Experience managing teams and coaching less experienced data scientists.
Prior experience in consulting or data analytics product development is preferred, but…",2021-12-05
19,[],GTS Technology Solutions,Remote,"At least 1 - 2 years of professional experience in data science, quantitative analytics, or data modeling.
You will work closely with clients, data stewards,…",2021-11-30
20,"Statistician, Entry Level",Naval Nuclear Laboratory,"West Mifflin, PA 15122","Bachelor’s degree in a statistics, biostatistics, applied mathematics, actuarial science, or engineering from an accredited college or university and a minimum…",2021-12-03
21,"Data Scientist, Engineering",Google,"New York, NY (Chelsea area)+6 locations","Applied experience with machine learning on large datasets.
This position will bring scientific rigor and statistical methods to the challenges of product…",2021-11-07
22,Statistician (Part Time) | Center for Sleep and Circadian Sc...,UPMC,"Pittsburgh, PA 15213 (North Oakland area)+1 location",Additional duties may include review of statistical components of protocols for scientific or IRB review and/or statistical analysis plans.,2021-12-04
23,Data Scientist,Procter & Gamble,"Cincinnati, OH 45201 (Central Business District area)+7 locations","You will be working with a highly talented cross-functional team of R&D scientists and engineers with expertise in R&D, manufacturing processes and data…",2021-12-05
24,Data Scientist,National General Insurance,+1 locationRemote,Champion and project manage data related initiatives with engineering and business teams to improve the data science capabilities of Transparently.,2021-12-06
25,Data Scientist,Agile Onboarding,Remote,"test Required Skills test Desired Skills test About Agile Onboarding, LLC. Agile Onboarding is a people first company…",2021-12-03
26,Data Scientist (Remote) - US,AlphaSights Ltd.,"New York, NY+1 location•Remote","Work in a highly collaborative environment with stakeholders, data scientists, engineers, and product managers.",2021-11-07
27,Data Scientist - remote,Pearson,"Elk Grove Village, IL+2 locations•Remote","The Data Scientist will be involved in all things analytics; leveraging statistics, machine learning methods, cloud engineering, and business intelligence tools…",2021-12-07
28,Data Scientist,Patrick J McGovern Foundation,Remote,"Expertise in machine learning approaches and applied AI with experience in geospatial analytics.
Contribute to a growing community of data and AI for good…",2021-12-03
29,Data Scientist,Microsoft,"Atlanta, GA+31 locations","Employ machine learning for detection, prediction, diagnosis, and optimization/recommendation.
Employ machine learning for detection, prediction, diagnosis, and…",2021-11-07
,job_title,company_name,company_location,job_description,date_posted
0,"Project Employee, Data Analyst",the NBA,"New York, NY 10022 (Midtown area)+1 location","Own data management projects (e.g. data standardization projects, SQL development, data mapping).
Detail oriented data background and exemplary analytical…",2021-11-08
1,Data Coordinator & Analyst,UPMC,"Pittsburgh, PA 15222 (Central Business District area)","Run weekly and monthly QC reports to check data accuracy.
Accurately enter data from a variety of sources into the database.",2021-12-03
2,Online Data Analyst - USA,TELUS International AI Inc.,"Baltimore, MD•Remote",The position will allow you to work from home as an Independent Contractor on a flexible schedule of up to 20 hours per week completing tasks in a web-based…,2021-12-01
3,Analyst- Personalization Athlete Data (REMOTE),DICK'S Sporting Goods,"Pittsburgh, PA•Remote","Support campaign data governance, troubleshoot data, and understand data flows and transformations.
Work with Technology to enhance data capabilities and ensure…",2021-11-07
4,Data Analyst II,Computershare,United States•Remote,This is a great opportunity for an experienced individual to join a data analytics team focused on the accurate and efficient transfer of mortgage loan data.,2021-12-07
5,Data Analyst Assistant,Women's Center & Shelter,"Pittsburgh, PA•Remote","Perform moderately complex data analysis; identify key facts in a range of data.
The successful candidate will be an experienced data analyst, demonstrate…",2021-12-02
6,Data Analyst,PetrosoftLLC,"Pittsburgh, PA","Proven working experience as a data analyst.
The main duties include identifying, gathering, analyzing data and making their insights accessible to the company…",2021-11-07
7,Entry Level Position / Free Bootcamp - Data Engineer / Data...,PCS Global Tech,"San Diego, CA+4 locations•Temporarily Remote","Provides plan with data, reporting, and analyses that enable data-driven decision-making.
Experience with other relational databases, BI reporting and data…",2021-12-07
8,Data Analyst,Craneware,Remote,"Working experience as a data analyst, business data analyst, programmer, or a demonstrated aptitude for the role.",2021-12-01
9,Data Governance Analyst,Acclive Inc,"Pittsburgh, PA 15219 (South Shore area)","Enforces data standards to achieve continued data cleanliness.
Experience with master data management and data tools preferred.
Job Types: Full-time, Contract.",2021-12-03
10,Data Analyst,Veterans Advantage,Remote,"You're detail-oriented and passionate about the field of data analytics, data science, and/or data engineering.
You'll enhance and maintain our data catalog.",2021-12-02
11,Analyst - Procurement,American Eagle Outfitters,"Pittsburgh, PA","Ability to analyze data to understand trends and develop action plans.
REPORTS TO: Senior Category Manager, Non-Merchandise Procurement.",2021-11-30
12,Data Analyst,Northwell Health,"New York, NY+4 locations","Identifies issues in data quality that would impact reporting (i.e. duplicate records, missing data, etc.).
Serves as a liaison between departments analytical…",2021-12-06
13,Data Analyst – Data Entry,Juristat,Remote,"Reviewing data and documents for errors.
Collecting and analyzing digital documents and related data.
Entering, correcting, and formatting data from source…",2021-11-07
14,Data Analyst,Facebook App,"Sunnyvale, CA+38 locations","Communicating and presenting results of data analyses.
Utilize knowledge of statistical analysis to mine massive amounts of data, and extract impactful insights…",2021-12-07
15,Data Analyst Assistant,Women's Center & Shelter,"Pittsburgh, PA•Remote","Perform moderately complex data analysis; identify key facts in a range of data.
The successful candidate will be an experienced data analyst, demonstrate…",2021-12-02
16,[],Computershare,United States•Remote,"Collecting and reviewing data files, including Sale Files, Prefund Files and Loan Substitution Files to ensure Loan Accounting, Inventory Management and…",2021-11-07
17,Data Coordinator & Analyst,UPMC,"Pittsburgh, PA 15222 (Central Business District area)","Run weekly and monthly QC reports to check data accuracy.
Accurately enter data from a variety of sources into the database.",2021-12-03
18,Data Analyst I,UPMC,"Pittsburgh, PA 15213 (North Oakland area)+6 locations","This involves maintaining raw data files, verifying, and editing data and working with the centers to resolve incomplete and inaccurate data forms.",2021-12-01
19,"Analyst I/II, Data Science",Liberty Mutual Insurance,+1 locationRemote,A successful applicant is expected to be able to collaborate with business partners to develop predictive analytic solutions that enable data-driven strategic…,2021-11-23
20,Data Analyst,PetrosoftLLC,"Pittsburgh, PA","Proven working experience as a data analyst.
The main duties include identifying, gathering, analyzing data and making their insights accessible to the company…",2021-11-07
21,"Data Analyst, Facilities (Remote Work)",Vanderbilt University,United States+2 locations•Remote,Ensure that underlying data for performance dashboards and reports is accurate and consistent with enterprise systems (data integrity).,2021-12-07
22,Data Transparency Regulatory Document Analyst,Johnson & Johnson Family of Companies,United States+1 location•Remote,"At least 1 year of data transparency experience is preferred.
Demonstrated experience with data transparency projects; eg, for Health Canada redaction proposal…",2021-12-02
23,Data Analyst,Physical Impact Hawaii,United States+8 locations,"?Prepare customer statements, bills and invoices, and reconcile expenses to the general ledger.
? Work with collections personnel to verify status of delinquent…",2021-12-07
24,Data Analyst,Craneware,Remote,"Working experience as a data analyst, business data analyst, programmer, or a demonstrated aptitude for the role.",2021-12-01
25,Data Entry Analyst,CorVel Corporation,"Richmond, VA 23173 (University Of Richmond area)•Remote",The Data Entry role is a very dynamic position where the associate will be supporting a critical part of Intake Operations for CorVel.,2021-11-30
26,Analyst- Personalization Athlete Data (REMOTE),DICK'S Sporting Goods,"Pittsburgh, PA•Remote","Support campaign data governance, troubleshoot data, and understand data flows and transformations.
Work with Technology to enhance data capabilities and ensure…",2021-11-07
27,"Project Employee, Data Analyst",the NBA,"New York, NY 10022 (Midtown area)+1 location","Own data management projects (e.g. data standardization projects, SQL development, data mapping).
Detail oriented data background and exemplary analytical…",2021-11-08
28,Data Analyst – Data Entry,Juristat,Remote,"Reviewing data and documents for errors.
Collecting and analyzing digital documents and related data.
Entering, correcting, and formatting data from source…",2021-11-07
29,Analyst - Procurement,American Eagle Outfitters,"Pittsburgh, PA","Ability to analyze data to understand trends and develop action plans.
REPORTS TO: Senior Category Manager, Non-Merchandise Procurement.",2021-11-30
